1748779251.3858125,-0.08,-0.07,0.0,0.09,0.08,0.01,0.0,0.0,0.0
1748779251.4466727,-0.08,-0.07,-0.0,-0.15,-0.16,0.07,-0.09,0.08,0.27
1748779251.5044634,-0.08,-0.07,-0.0,0.03,0.02,0.13,-0.24,0.28,0.82
1748779251.5650392,-0.08,-0.07,-0.01,0.09,-0.04,-0.05,-0.48,0.55,1.63
1748779251.6226702,-0.08,-0.08,-0.0,-0.03,-0.04,0.01,-0.83,0.91,2.73
1748779251.6773543,-0.08,-0.07,0.0,0.03,0.2,-0.11,-1.23,1.42,4.13
1748779251.7378318,-0.08,-0.07,0.0,-0.09,-0.04,-0.11,-1.73,2.02,5.84
1748779251.7944512,-0.08,-0.07,-0.01,0.15,0.02,-0.11,-2.34,2.73,7.89
1748779251.852513,-0.08,-0.07,0.01,0.09,0.02,-0.05,-3.01,3.61,10.3
1748779251.9138396,-0.08,-0.07,-0.01,-0.03,-0.16,0.07,-3.82,4.58,13.09
1748779251.970646,-0.08,-0.07,0.0,0.03,0.08,-0.17,-4.7,5.76,16.27
1748779252.0281687,-0.08,-0.07,0.0,0.03,-0.04,-0.05,-5.76,7.01,19.84
1748779252.0856411,-0.08,-0.07,-0.01,-0.21,0.02,-0.11,-6.91,8.43,23.8
1748779252.1470733,-0.08,-0.07,0.0,0.03,-0.04,-0.05,-8.12,10.07,28.2
1748779252.2050889,-0.08,-0.07,-0.0,-0.03,0.02,-0.23,-9.49,11.8,33.04
1748779252.265446,-0.08,-0.07,-0.0,-0.09,0.08,-0.17,-11.03,13.62,38.29
1748779252.3229024,-0.08,-0.07,-0.0,-0.03,0.08,-0.05,-12.67,15.54,43.8
1748779252.3801708,-0.08,-0.07,-0.0,-0.09,0.08,0.01,-14.38,17.6,49.64
1748779252.4375384,-0.08,-0.07,-0.01,0.03,0.02,-0.05,-16.15,19.75,55.76
1748779252.494991,-0.08,-0.07,0.0,0.03,-0.04,-0.17,-18.02,21.91,62.04
1748779252.5527139,-0.08,-0.07,-0.0,0.03,0.08,0.01,-19.88,24.17,68.46
1748779252.6137607,-0.08,-0.07,-0.0,0.09,-0.29,-0.05,-21.79,26.4,74.95
